0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 3.803000e-01 -6.198000e-01 1.286700e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
-2.588432e-09 -4.372820e-10 0.000000e+00 5.824832e-09 0.000000e+00 0.000000e+00 3.803000e-01 -6.197999e-01 1.286700e+00 -1.014095e-07 -1.688474e-08 0.000000e+00 2.390110e-07 0.000000e+00 0.000000e+00 -5.714836e-07 2.878522e-06 -1.215366e-05 -1.772837e-10 
-3.832901e-08 -5.982277e-09 0.000000e+00 1.030729e-07 0.000000e+00 0.000000e+00 3.802998e-01 -6.197990e-01 1.286695e+00 -7.314751e-07 -1.091257e-07 0.000000e+00 2.160225e-06 0.000000e+00 0.000000e+00 -3.633054e-06 1.804671e-05 -8.932933e-05 -9.933938e-09 
-1.781566e-07 -2.477179e-08 0.000000e+00 5.729681e-07 0.000000e+00 0.000000e+00 3.802991e-01 -6.197958e-01 1.286678e+00 -2.231983e-06 -2.738899e-07 0.000000e+00 8.158179e-06 0.000000e+00 0.000000e+00 -1.041800e-05 4.713710e-05 -2.763501e-04 -9.761240e-08 
-5.202858e-07 -6.024958e-08 0.000000e+00 1.975462e-06 0.000000e+00 0.000000e+00 3.802975e-01 -6.197893e-01 1.286636e+00 -4.800862e-06 -4.204911e-07 0.000000e+00 2.140456e-05 0.000000e+00 0.000000e+00 -2.261803e-05 8.497644e-05 -5.999661e-04 -4.762087e-07 
-1.177616e-06 -1.025603e-07 0.000000e+00 5.224777e-06 0.000000e+00 0.000000e+00 3.802943e-01 -6.197788e-01 1.286553e+00 -8.550220e-06 -3.752639e-07 0.000000e+00 4.580151e-05 0.000000e+00 0.000000e+00 -4.372702e-05 1.237416e-04 -1.073482e-03 -1.597367e-06 
-2.271963e-06 -1.208813e-07 0.000000e+00 1.165787e-05 0.000000e+00 0.000000e+00 3.802883e-01 -6.197648e-01 1.286416e+00 -1.354942e-05 1.047871e-07 0.000000e+00 8.588139e-05 0.000000e+00 0.000000e+00 -7.946239e-05 1.553687e-04 -1.701264e-03 -4.242284e-06 
-3.930986e-06 -5.728035e-08 0.000000e+00 2.309139e-05 0.000000e+00 0.000000e+00 3.802777e-01 -6.197482e-01 1.286208e+00 -1.985251e-05 1.316066e-06 0.000000e+00 1.466853e-04 0.000000e+00 0.000000e+00 -1.376543e-04 1.727066e-04 -2.482288e-03 -9.637695e-06 
-6.287711e-06 1.777847e-07 0.000000e+00 4.186603e-05 0.000000e+00 0.000000e+00 3.802597e-01 -6.197309e-01 1.285914e+00 -2.751301e-05 3.591832e-06 0.000000e+00 2.336313e-04 0.000000e+00 0.000000e+00 -2.277806e-04 1.697584e-04 -3.412795e-03 -1.960566e-05 
-9.480802e-06 7.084033e-07 0.000000e+00 7.087780e-05 0.000000e+00 0.000000e+00 3.802307e-01 -6.197151e-01 1.285520e+00 -3.659061e-05 7.287503e-06 0.000000e+00 3.523868e-04 0.000000e+00 0.000000e+00 -3.604133e-04 1.415145e-04 -4.488089e-03 -3.676881e-05 
-1.365526e-05 1.694791e-06 0.000000e+00 1.135970e-04 0.000000e+00 0.000000e+00 3.801858e-01 -6.197036e-01 1.285012e+00 -4.715223e-05 1.276835e-05 0.000000e+00 5.087512e-04 0.000000e+00 0.000000e+00 -5.466744e-04 8.360386e-05 -5.703634e-03 -6.481446e-05 
-1.896307e-05 3.333769e-06 0.000000e+00 1.740759e-04 0.000000e+00 0.000000e+00 3.801192e-01 -6.196995e-01 1.284375e+00 -5.927016e-05 2.039981e-05 0.000000e+00 7.085504e-04 0.000000e+00 0.000000e+00 -7.977805e-04 -8.048876e-06 -7.055614e-03 -1.088150e-04 
-2.556359e-05 5.858400e-06 0.000000e+00 2.569470e-04 0.000000e+00 0.000000e+00 3.800238e-01 -6.197065e-01 1.283596e+00 -7.301878e-05 3.054025e-05 0.000000e+00 9.575446e-04 0.000000e+00 0.000000e+00 -1.124698e-03 -1.374682e-04 -8.541133e-03 -1.755954e-04 
-3.362358e-05 9.536996e-06 0.000000e+00 3.674120e-04 0.000000e+00 0.000000e+00 3.798914e-01 -6.197284e-01 1.282663e+00 -8.847087e-05 4.353558e-05 0.000000e+00 1.261347e-03 0.000000e+00 0.000000e+00 -1.537907e-03 -3.087515e-04 -1.015818e-02 -2.741339e-04 
-4.331684e-05 1.467168e-05 0.000000e+00 5.112235e-04 0.000000e+00 0.000000e+00 3.797130e-01 -6.197698e-01 1.281560e+00 -1.056942e-04 5.971539e-05 0.000000e+00 1.625353e-03 0.000000e+00 0.000000e+00 -2.047252e-03 -5.260775e-04 -1.190545e-02 -4.159791e-04 
-5.482354e-05 2.159658e-05 0.000000e+00 6.946601e-04 0.000000e+00 0.000000e+00 3.794784e-01 -6.198353e-01 1.280277e+00 -1.247484e-04 7.939001e-05 0.000000e+00 2.054676e-03 0.000000e+00 0.000000e+00 -2.661852e-03 -7.936458e-04 -1.378219e-02 -6.156645e-04 
-6.832926e-05 3.067582e-05 0.000000e+00 9.244956e-04 0.000000e+00 0.000000e+00 3.791768e-01 -6.199303e-01 1.278800e+00 -1.456817e-04 1.028482e-04 0.000000e+00 2.554094e-03 0.000000e+00 0.000000e+00 -3.390041e-03 -1.115573e-03 -1.578787e-02 -8.911015e-04 
-8.402372e-05 4.230122e-05 0.000000e+00 1.207962e-03 0.000000e+00 0.000000e+00 3.787964e-01 -6.200604e-01 1.277115e+00 -1.685286e-04 1.303552e-04 0.000000e+00 3.127997e-03 0.000000e+00 0.000000e+00 -4.239332e-03 -1.495774e-03 -1.792210e-02 -1.263931e-03 
-1.020993e-04 5.688987e-05 0.000000e+00 1.552710e-03 0.000000e+00 0.000000e+00 3.783247e-01 -6.202315e-01 1.275211e+00 -1.933072e-04 1.621511e-04 0.000000e+00 3.780343e-03 0.000000e+00 0.000000e+00 -5.216383e-03 -1.937850e-03 -2.018437e-02 -1.759817e-03 
-1.227495e-04 7.488153e-05 0.000000e+00 1.966762e-03 0.000000e+00 0.000000e+00 3.777487e-01 -6.204501e-01 1.273074e+00 -2.200171e-04 1.984487e-04 0.000000e+00 4.514618e-03 0.000000e+00 0.000000e+00 -6.326961e-03 -2.444998e-03 -2.257399e-02 -2.408658e-03 
-1.461664e-04 9.673587e-05 0.000000e+00 2.458465e-03 0.000000e+00 0.000000e+00 3.770547e-01 -6.207228e-01 1.270692e+00 -2.486374e-04 2.394331e-04 0.000000e+00 5.333803e-03 0.000000e+00 0.000000e+00 -7.575920e-03 -3.019922e-03 -2.509000e-02 -3.244715e-03 
-1.725393e-04 1.229296e-04 0.000000e+00 3.036436e-03 0.000000e+00 0.000000e+00 3.762287e-01 -6.210564e-01 1.268052e+00 -2.791254e-04 2.852596e-04 0.000000e+00 6.240348e-03 0.000000e+00 0.000000e+00 -8.967172e-03 -3.664751e-03 -2.773117e-02 -4.306627e-03 
-2.020517e-04 1.539534e-04 0.000000e+00 3.709510e-03 0.000000e+00 0.000000e+00 3.752564e-01 -6.214581e-01 1.265142e+00 -3.114144e-04 3.360531e-04 0.000000e+00 7.236148e-03 0.000000e+00 0.000000e+00 -1.050365e-02 -4.381034e-03 -3.049594e-02 -5.637315e-03 
